system:index,ash,camphor,category,crepemyrtl,id,ispalm,jacaranda,magnolia,mexfanpalm,oak,pine,place,species,sum,.geo
000100000000000139e9_0,true,false,ash,false,425117,False,false,False,False,False,False,Los Angeles City,Modesto Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52017024135739,34.0434094065133]}"
000100000000000151af_0,true,false,ash,false,447858,False,false,False,False,False,False,Los Angeles City,Modesto Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52187704039723,34.04628401542248]}"
00010000000000015226_0,true,false,ash,false,448056,False,false,False,False,False,False,Los Angeles City,Modesto Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55062312948905,34.04251109122918]}"
0001000000000001cd18_0,true,false,ash,false,1502040,False,false,False,False,False,False,Los Angeles City,Modesto Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55035363490381,34.042870417342826]}"
00010000000000020baa_0,true,false,ash,false,1597400,False,false,False,False,False,False,Los Angeles City,Modesto Ash,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.072424990190356]}"
00010000000000000a94_0,true,false,ash,false,19402,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000012ed_0,true,false,ash,false,38842,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000013210_0,true,false,ash,false,416804,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54999430879016,34.04152294441665]}"
00010000000000013212_0,true,false,ash,false,416807,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54990447726175,34.043319574984885]}"
00010000000000013214_0,true,false,ash,false,416810,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55017397184699,34.04322974345647]}"
00010000000000013215_0,true,false,ash,false,416814,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5502638033754,34.04305008039965]}"
00010000000000013217_0,true,false,ash,false,416816,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55053329796064,34.04278058581441]}"
00010000000000013219_0,true,false,ash,false,416819,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55080279254587,34.04251109122918]}"
0001000000000001321b_0,true,false,ash,false,416822,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55089262407428,34.04233142817235]}"
0001000000000001321c_0,true,false,ash,false,416823,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5510722871311,34.04224159664394]}"
0001000000000001325a_0,true,false,ash,false,416967,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54999430879016,34.04215176511553]}"
0001000000000001325e_0,true,false,ash,false,416971,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54999430879016,34.04215176511553]}"
00010000000000013332_0,true,false,ash,false,417690,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54990447726175,34.04215176511553]}"
00010000000000013334_0,true,false,ash,false,417692,False,false,False,False,False,False,Los Angeles City,Shamel Ash,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54981464573333,34.04224159664394]}"
00010000000000013335_0,true,false,ash,false,417693,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54981464573333,34.04242125970077]}"
00010000000000013336_0,true,false,ash,false,417694,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54972481420492,34.04251109122918]}"
00010000000000013337_0,true,false,ash,false,417695,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54963498267652,34.04242125970077]}"
00010000000000013338_0,true,false,ash,false,417696,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54963498267652,34.04260092275759]}"
00010000000000013339_0,true,false,ash,false,417697,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54954515114811,34.042690754286]}"
0001000000000001333a_0,true,false,ash,false,417700,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54936548809128,34.042690754286]}"
00010000000000013341_0,true,false,ash,false,417713,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.042870417342826]}"
00010000000000013342_0,true,false,ash,false,417714,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.042870417342826]}"
000100000000000133ac_0,true,false,ash,false,417982,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000133ad_0,true,false,ash,false,417983,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000133ae_0,true,false,ash,false,417984,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000133af_0,true,false,ash,false,417985,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000133b0_0,true,false,ash,false,417987,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
000100000000000133bb_0,true,false,ash,false,418005,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54909599350604,34.043589069570125]}"
000100000000000133bc_0,true,false,ash,false,418008,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53184834005096,34.050955254899904]}"
000100000000000133c5_0,true,false,ash,false,418022,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54927565656287,34.043589069570125]}"
000100000000000133d0_0,true,false,ash,false,418052,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53678907411361,34.050685760314664]}"
0001000000000001380e_0,true,false,ash,false,423394,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53660941105679,34.050685760314664]}"
0001000000000001380f_0,true,false,ash,false,423395,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53660941105679,34.050685760314664]}"
000100000000000138d4_0,true,false,ash,false,424030,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000013a00_0,true,false,ash,false,425267,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014bfe_0,true,false,ash,false,438486,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014d22_0,true,false,ash,false,439427,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53714840022725,34.050506097257845]}"
00010000000000014d4a_0,true,false,ash,false,439520,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55996560844389,34.040714460660936]}"
00010000000000014d9c_0,true,false,ash,false,439758,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014dc8_0,true,false,ash,false,439995,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014dcb_0,true,false,ash,false,440002,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014dce_0,true,false,ash,false,440010,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014de7_0,true,false,ash,false,440079,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014ded_0,true,false,ash,false,440095,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014df3_0,true,false,ash,false,440123,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e00_0,true,false,ash,false,440153,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e02_0,true,false,ash,false,440160,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e05_0,true,false,ash,false,440171,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e15_0,true,false,ash,false,440195,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e1f_0,true,false,ash,false,440227,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000014e3f_0,true,false,ash,false,440766,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54918582503446,34.042870417342826]}"
00010000000000014e40_0,true,false,ash,false,440767,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54909599350604,34.042870417342826]}"
00010000000000014e41_0,true,false,ash,false,440768,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54891633044922,34.042870417342826]}"
00010000000000014e43_0,true,false,ash,false,440776,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54900616197763,34.043768732626944]}"
00010000000000014e44_0,true,false,ash,false,440778,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55116211865952,34.04233142817235]}"
00010000000000014e59_0,true,false,ash,false,440888,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55098245560269,34.04179243900188]}"
00010000000000014e5a_0,true,false,ash,false,440889,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55071296101745,34.04170260747347]}"
00010000000000014e5b_0,true,false,ash,false,440890,False,false,False,False,False,False,Los Angeles City,Shamel Ash,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55044346643223,34.04179243900188]}"
00010000000000014e5c_0,true,false,ash,false,440891,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55035363490381,34.04179243900188]}"
00010000000000014e5d_0,true,false,ash,false,440892,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5502638033754,34.04197210205871]}"
00010000000000014e6c_0,true,false,ash,false,440949,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54927565656287,34.04367890109853]}"
00010000000000014e6e_0,true,false,ash,false,440952,False,false,False,False,False,False,Los Angeles City,Shamel Ash,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54954515114811,34.04349923804171]}"
00010000000000014e72_0,true,false,ash,false,440957,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54981464573333,34.0434094065133]}"
00010000000000014e73_0,true,false,ash,false,440958,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54990447726175,34.04349923804171]}"
00010000000000014e74_0,true,false,ash,false,440961,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54999430879016,34.0434094065133]}"
00010000000000014e75_0,true,false,ash,false,440962,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55062312948905,34.042690754286]}"
00010000000000015089_0,true,false,ash,false,443669,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5494553196197,34.04367890109853]}"
00010000000000015092_0,true,false,ash,false,443688,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54685020529574,34.04538570013836]}"
00010000000000015135_0,true,false,ash,false,446691,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54972481420492,34.043589069570125]}"
0001000000000001513c_0,true,false,ash,false,446704,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52187704039723,34.052841716996554]}"
0001000000000001513d_0,true,false,ash,false,446706,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54999430879016,34.04197210205871]}"
00010000000000015162_0,true,false,ash,false,447266,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54927565656287,34.043589069570125]}"
0001000000000001c909_0,true,false,ash,false,1493797,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000001c90a_0,true,false,ash,false,1493798,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000001c91f_0,true,false,ash,false,1493883,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5390348623239,34.04610435236565]}"
0001000000000001c923_0,true,false,ash,false,1493888,False,false,False,False,False,False,Los Angeles City,Shamel Ash,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54990447726175,34.04224159664394]}"
0001000000000001c927_0,true,false,ash,false,1493909,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000001c931_0,true,false,ash,false,1493956,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53678907411361,34.050685760314664]}"
0001000000000001d72f_0,true,false,ash,false,1520850,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53184834005096,34.050955254899904]}"
00010000000000022bc9_0,true,false,ash,false,1209093,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53714840022725,34.05041626572943]}"
00010000000000022c4d_0,true,false,ash,false,1210226,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5488264989208,34.043768732626944]}"
00010000000000022d71_0,true,false,ash,false,1211938,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52331434485181,34.051673907127196]}"
00010000000000023803_0,true,false,ash,false,1227899,False,false,False,False,False,False,Los Angeles City,Shamel Ash,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53696873717043,34.050506097257845]}"
00010000000000026b58_0,true,false,ash,false,1305286,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
00010000000000026fd0_0,true,false,ash,false,1313570,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53633991647155,34.05086542337149]}"
000100000000000285f6_0,true,false,ash,false,1345952,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52331434485181,34.051673907127196]}"
000100000000000285f7_0,true,false,ash,false,1345954,False,false,False,False,False,False,Los Angeles City,Shamel Ash,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55008414031857,34.04206193358712]}"
0001000000000002a24c_0,true,false,ash,false,1380508,False,false,False,False,False,False,Los Angeles City,Shamel Ash,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5488264989208,34.04367890109853]}"
0001000000000002b820_0,true,false,ash,false,1410504,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000002b8ba_0,true,false,ash,false,1410969,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000002b8c7_0,true,false,ash,false,1411099,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52906356267017,34.03963648231999]}"
0001000000000002b8cb_0,true,false,ash,false,1411113,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000002b8cd_0,true,false,ash,false,1411117,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000002b8d0_0,true,false,ash,false,1411124,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5390348623239,34.04610435236565]}"
0001000000000002b906_0,true,false,ash,false,1411627,False,false,False,False,False,False,Los Angeles City,Shamel Ash,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54936548809128,34.04278058581441]}"
0001000000000004cf66_0,true,false,ash,false,1164697,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000004cf67_0,true,false,ash,false,1164698,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000004cf69_0,true,false,ash,false,1164705,False,false,False,False,False,False,Los Angeles City,Shamel Ash,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56284021735307,34.07988100704855]}"
0001000000000000067d_0,false,true,camphor,false,12554,False,false,False,False,False,False,Los Angeles City,Camphor Tree,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53517210660219,34.04843997210437]}"
0001000000000000067e_0,false,true,camphor,false,12555,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53517210660219,34.04817047751913]}"
00010000000000000682_0,false,true,camphor,false,12569,False,false,False,False,False,False,Los Angeles City,Camphor Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52259569262452,34.04349923804171]}"
00010000000000000683_0,false,true,camphor,false,12574,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52043973594263,34.041882270530294]}"
00010000000000000684_0,false,true,camphor,false,12575,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52888389961336,34.04026530301888]}"
00010000000000000686_0,false,true,camphor,false,12584,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53607042188631,34.046912836121365]}"
00010000000000000687_0,false,true,camphor,false,12585,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53517210660219,34.0547281790932]}"
000100000000000024e7_0,false,true,camphor,false,73875,False,false,False,False,False,False,Los Angeles City,Camphor Tree,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52034990441422,34.03397709603004]}"
00010000000000004bf9_0,false,true,camphor,false,140801,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52187704039723,34.050236602672605]}"
00010000000000004c9c_0,false,true,camphor,false,141805,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52196687192563,34.05086542337149]}"
00010000000000004c9f_0,false,true,camphor,false,141813,False,false,False,False,False,False,Los Angeles City,Camphor Tree,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5044497238853,34.05805194564444]}"
00010000000000004ca7_0,false,true,camphor,false,141852,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51963125218693,34.03397709603004]}"
00010000000000004cd2_0,false,true,camphor,false,142089,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52079906205628,34.045655194723594]}"
00010000000000004cf8_0,false,true,camphor,false,142318,False,false,False,False,False,False,Los Angeles City,Camphor Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52133805122675,34.04843997210437]}"
00010000000000004cf9_0,false,true,camphor,false,142326,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53535176965902,34.048080645990716]}"
00010000000000004d14_0,false,true,camphor,false,143885,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5216973773404,34.04278058581441]}"
00010000000000004d3e_0,false,true,camphor,false,144277,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53337547603395,34.04700266764978]}"
00010000000000004d47_0,false,true,camphor,false,144367,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54667054223893,34.043589069570125]}"
00010000000000004d49_0,false,true,camphor,false,144370,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54433492250021,34.04260092275759]}"
00010000000000004d66_0,false,true,camphor,false,144932,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52124821969834,34.04799081446231]}"
00010000000000004d68_0,false,true,camphor,false,144934,False,false,False,False,False,False,Los Angeles City,Camphor Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52124821969834,34.04817047751913]}"
00010000000000004d69_0,false,true,camphor,false,144936,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52196687192563,34.05077559184308]}"
00010000000000004d6a_0,false,true,camphor,false,144937,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52178720886882,34.05077559184308]}"
00010000000000004d6b_0,false,true,camphor,false,144938,False,false,False,False,False,False,Los Angeles City,Camphor Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52151771428358,34.04933828738849]}"
00010000000000004d6e_0,false,true,camphor,false,144942,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52133805122675,34.048080645990716]}"
00010000000000004d73_0,false,true,camphor,false,144977,False,false,False,False,False,False,Los Angeles City,Camphor Tree,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53580092730108,34.04745182529184]}"
00010000000000004d74_0,false,true,camphor,false,144989,False,false,False,False,False,False,Los Angeles City,Camphor Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52187704039723,34.05032643420102]}"
00010000000000004d77_0,false,true,camphor,false,144994,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52008040982898,34.04134328135982]}"
00010000000000004d78_0,false,true,camphor,false,144996,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52034990441422,34.043319574984885]}"
00010000000000004d79_0,false,true,camphor,false,144999,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52133805122675,34.047900982933896]}"
00010000000000004d7b_0,false,true,camphor,false,145007,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52133805122675,34.04772131987707]}"
00010000000000004d7c_0,false,true,camphor,false,145008,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52313468179499,34.04394839568377]}"
00010000000000004d7d_0,false,true,camphor,false,145010,False,false,False,False,False,False,Los Angeles City,Camphor Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52223636651087,34.04322974345647]}"
00010000000000004d7e_0,false,true,camphor,false,145013,False,false,False,False,False,False,Los Angeles City,Camphor Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5208888935847,34.04637384695089]}"
