system:index,ash,camphor,category,crepemyrtl,id,ispalm,jacaranda,magnolia,mexfanpalm,oak,pine,place,species,sum,.geo
000100000000000159ec_0,false,false,other,false,455285,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
000100000000000159ef_0,false,false,other,false,455289,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
000100000000000159f4_0,false,false,other,false,455306,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
000100000000000159f7_0,false,false,other,false,455313,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56095375525642,34.04511620555312]}"
00010000000000015a03_0,false,false,other,false,455335,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52259569262452,34.053380706167026]}"
00010000000000015a09_0,false,false,other,false,455349,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
00010000000000015a16_0,false,false,other,false,455393,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
00010000000000015a1a_0,false,false,other,false,455404,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
00010000000000015a1d_0,false,false,other,false,455418,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
00010000000000015a1f_0,false,false,other,false,455420,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
00010000000000015a20_0,false,false,other,false,455421,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53804671551137,34.04538570013836]}"
00010000000000015a21_0,false,false,other,false,455423,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53804671551137,34.04538570013836]}"
00010000000000015a27_0,false,false,other,false,455436,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
00010000000000015a28_0,false,false,other,false,455442,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5427179549888,34.04996710808737]}"
00010000000000015a2e_0,false,false,other,false,455462,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5434366072161,34.04987727655896]}"
00010000000000018d14_0,false,false,other,false,522933,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.041612775945055]}"
0001000000000001ae7c_0,false,false,other,false,553975,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55709099953471,34.04682300459295]}"
0001000000000001f288_0,false,false,other,false,1553920,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5148701811811,34.05185357018402]}"
0001000000000001f895_0,false,false,other,false,1561205,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53481278048855,34.049787445030546]}"
000100000000000200a9_0,false,false,other,false,1575410,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54532306931274,34.04313991192806]}"
000100000000000200aa_0,false,false,other,false,1575411,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
000100000000000200b4_0,false,false,other,false,1575425,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53535176965902,34.04951795044531]}"
000100000000000200b5_0,false,false,other,false,1575428,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53535176965902,34.04951795044531]}"
00010000000000020f95_0,false,false,other,false,1602925,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5442450909718,34.04215176511553]}"
00010000000000020f96_0,false,false,other,false,1602926,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5442450909718,34.04215176511553]}"
000100000000000233d3_0,false,false,other,false,1224058,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56436735333608,34.042870417342826]}"
000100000000000241b5_0,false,false,other,false,1243284,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
000100000000000241ba_0,false,false,other,false,1243313,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56248089123943,34.04107378677459]}"
000100000000000241bb_0,false,false,other,false,1243318,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56248089123943,34.04107378677459]}"
000100000000000241be_0,false,false,other,false,1243333,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.041612775945055]}"
000100000000000241bf_0,false,false,other,false,1243335,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53616025341472,34.048080645990716]}"
00010000000000024947_0,false,false,other,false,1252495,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.041612775945055]}"
000100000000000251b0_0,false,false,other,false,1264955,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56068426067118,34.044756879439475]}"
000100000000000262e5_0,false,false,other,false,1290732,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
000100000000000262f1_0,false,false,other,false,1290789,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
000100000000000262f2_0,false,false,other,false,1290790,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
000100000000000262f8_0,false,false,other,false,1290804,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
000100000000000262f9_0,false,false,other,false,1290807,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
000100000000000262fa_0,false,false,other,false,1290809,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55978594538706,34.043589069570125]}"
0001000000000002a341_0,false,false,other,false,1381917,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.50435989235689,34.05823160870127]}"
0001000000000002a347_0,false,false,other,false,1381929,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54226879734674,34.05086542337149]}"
0001000000000002b12c_0,false,false,other,false,1400939,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56095375525642,34.04511620555312]}"
00010000000000030540_0,false,false,other,false,584810,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56068426067118,34.044756879439475]}"
00010000000000030642_0,false,false,other,false,585537,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003064c_0,false,false,other,false,585562,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
000100000000000307eb_0,false,false,other,false,587660,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.50435989235689,34.05823160870127]}"
000100000000000307ec_0,false,false,other,false,587662,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
000100000000000307ed_0,false,false,other,false,587663,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
0001000000000003204d_0,false,false,other,false,613364,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56248089123943,34.04107378677459]}"
0001000000000003204f_0,false,false,other,false,613379,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
00010000000000032056_0,false,false,other,false,613445,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56068426067118,34.044756879439475]}"
00010000000000032059_0,false,false,other,false,613466,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5148701811811,34.05185357018402]}"
00010000000000032238_0,false,false,other,false,618335,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
00010000000000034b93_0,false,false,other,false,666311,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.50435989235689,34.05823160870127]}"
00010000000000037b3d_0,false,false,other,false,744315,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
00010000000000037b40_0,false,false,other,false,744321,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54307728110244,34.04826030904754]}"
00010000000000037b41_0,false,false,other,false,744322,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54307728110244,34.04826030904754]}"
00010000000000037b43_0,false,false,other,false,744325,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54307728110244,34.04826030904754]}"
00010000000000037b44_0,false,false,other,false,744326,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54307728110244,34.04826030904754]}"
00010000000000037b4a_0,false,false,other,false,744343,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
00010000000000037bea_0,false,false,other,false,744838,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56580465779066,34.042690754286]}"
00010000000000037bfd_0,false,false,other,false,744927,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56095375525642,34.04511620555312]}"
0001000000000003a0b1_0,false,false,other,false,802121,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54676037376733,34.04260092275759]}"
0001000000000003a0c1_0,false,false,other,false,802199,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51388203436856,34.05230272782608]}"
0001000000000003a0c3_0,false,false,other,false,802210,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0c4_0,false,false,other,false,802212,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0c5_0,false,false,other,false,802213,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0c6_0,false,false,other,false,802214,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0c7_0,false,false,other,false,802215,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0c9_0,false,false,other,false,802227,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.041612775945055]}"
0001000000000003a0ca_0,false,false,other,false,802231,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003a0e0_0,false,false,other,false,802336,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52951272031224,34.046643341536125]}"
0001000000000003a0e8_0,false,false,other,false,802386,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5638283641656,34.041882270530294]}"
0001000000000003b798_0,false,false,other,false,849404,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56328937499514,34.041612775945055]}"
0001000000000003bcff_0,false,false,other,false,866164,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52376350249388,34.0539196953375]}"
00010000000000043f8a_0,false,false,other,false,1001296,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56625381543273,34.04215176511553]}"
000100000000000478e7_0,false,false,other,false,1074102,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.54927565656287,34.04987727655896]}"
000100000000000478e8_0,false,false,other,false,1074103,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5450535747275,34.044307721797416]}"
0001000000000004793b_0,false,false,other,false,1074606,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53157884546572,34.0539196953375]}"
0001000000000004afbe_0,false,false,other,false,1118559,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.53804671551137,34.04538570013836]}"
0001000000000004b1f5_0,false,false,other,false,1121799,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5592469562166,34.04242125970077]}"
0001000000000004b6b3_0,false,false,other,false,1127145,False,false,False,False,False,False,Los Angeles City,Hollywood Juniper,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.56095375525642,34.04511620555312]}"
00010000000000000065_0,false,false,other,false,1129,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51810411620392,34.047900982933896]}"
00010000000000000066_0,false,false,other,false,1132,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51837361078915,34.04861963516119]}"
0001000000000000006f_0,false,false,other,false,1173,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51783462161869,34.046912836121365]}"
0001000000000001cab1_0,false,false,other,false,1496680,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51783462161869,34.04673317306454]}"
000100000000000200cc_0,false,false,other,false,1575688,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51882276843122,34.05059592878625]}"
000100000000000200ce_0,false,false,other,false,1575694,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.05005693961578]}"
000100000000000200d0_0,false,false,other,false,1575700,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.04996710808737]}"
000100000000000200d3_0,false,false,other,false,1575725,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51765495856186,34.04529586860995]}"
00010000000000023491_0,false,false,other,false,1224675,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51873293690281,34.05041626572943]}"
00010000000000023493_0,false,false,other,false,1224681,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51783462161869,34.046194183894066]}"
00010000000000023494_0,false,false,other,false,1224682,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51774479009028,34.04628401542248]}"
00010000000000025d11_0,false,false,other,false,1278276,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.05005693961578]}"
0001000000000002a372_0,false,false,other,false,1382129,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51756512703345,34.04511620555312]}"
0001000000000002a373_0,false,false,other,false,1382133,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.05140441254196]}"
0001000000000002a374_0,false,false,other,false,1382137,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5180142846755,34.04781115140548]}"
0001000000000002a380_0,false,false,other,false,1382172,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.05005693961578]}"
0001000000000002a384_0,false,false,other,false,1382180,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.04969761350213]}"
0001000000000002a385_0,false,false,other,false,1382191,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.05014677114419]}"
0001000000000002a38e_0,false,false,other,false,1382219,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5179244531471,34.047092499178184]}"
0001000000000002bf9c_0,false,false,other,false,1417595,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.050506097257845]}"
0001000000000003065a_0,false,false,other,false,585632,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51819394773233,34.04799081446231]}"
0001000000000003065b_0,false,false,other,false,585645,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.05041626572943]}"
00010000000000037c79_0,false,false,other,false,745828,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51783462161869,34.04628401542248]}"
00010000000000037c7b_0,false,false,other,false,745838,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51810411620392,34.04799081446231]}"
00010000000000037c7c_0,false,false,other,false,745840,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51774479009028,34.04628401542248]}"
00010000000000037c7e_0,false,false,other,false,745847,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51756512703345,34.045026374024715]}"
00010000000000037c7f_0,false,false,other,false,745853,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51828377926074,34.04817047751913]}"
00010000000000037c80_0,false,false,other,false,745858,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51765495856186,34.04610435236565]}"
00010000000000037c82_0,false,false,other,false,745868,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51765495856186,34.04610435236565]}"
00010000000000037c83_0,false,false,other,false,745869,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51837361078915,34.048799298218015]}"
00010000000000037c84_0,false,false,other,false,745872,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51756512703345,34.04556536319519]}"
00010000000000037c87_0,false,false,other,false,745877,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51828377926074,34.04888912974643]}"
00010000000000037c88_0,false,false,other,false,745878,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51837361078915,34.0487094666896]}"
00010000000000037c89_0,false,false,other,false,745884,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51828377926074,34.048350140575955]}"
00010000000000037c93_0,false,false,other,false,745928,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51819394773233,34.04781115140548]}"
00010000000000037c94_0,false,false,other,false,745929,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51819394773233,34.04781115140548]}"
00010000000000037cab_0,false,false,other,false,746016,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5179244531471,34.046643341536125]}"
00010000000000037cae_0,false,false,other,false,746025,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51711596939138,34.045655194723594]}"
00010000000000037cba_0,false,false,other,false,746056,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51774479009028,34.04655351000772]}"
00010000000000037cbc_0,false,false,other,false,746063,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5180142846755,34.04682300459295]}"
00010000000000037cbe_0,false,false,other,false,746066,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51819394773233,34.047900982933896]}"
00010000000000037cbf_0,false,false,other,false,746069,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51747529550504,34.04538570013836]}"
00010000000000037cc0_0,false,false,other,false,746070,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51765495856186,34.045475531666774]}"
00010000000000037cc1_0,false,false,other,false,746071,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51783462161869,34.04673317306454]}"
00010000000000037cc2_0,false,false,other,false,746072,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51765495856186,34.04538570013836]}"
00010000000000037cc5_0,false,false,other,false,746079,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5180142846755,34.046912836121365]}"
00010000000000037cc8_0,false,false,other,false,746083,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5180142846755,34.046912836121365]}"
00010000000000037cd3_0,false,false,other,false,746115,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51774479009028,34.046463678479306]}"
00010000000000037cd6_0,false,false,other,false,746120,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5179244531471,34.046463678479306]}"
00010000000000037cda_0,false,false,other,false,746126,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51774479009028,34.046463678479306]}"
00010000000000037ce3_0,false,false,other,false,746154,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51846344231757,34.049787445030546]}"
00010000000000037ce4_0,false,false,other,false,746155,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.04960778197372]}"
00010000000000037ce5_0,false,false,other,false,746156,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.5186431053744,34.04987727655896]}"
00010000000000037ce6_0,false,false,other,false,746158,False,false,False,False,False,False,Los Angeles City,Horsetail Tree,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51855327384598,34.05140441254196]}"
